Player,Squad,League,Nation,Primary_Pos,Age_Years,MP,Min,Gls,Ast,G+A,Gls_p90,Ast_p90,GA_p90,Sh_p90,SoT_p90,Int_p90,Crs_p90,Fld_p90,G_Sh,CrdY,CrdR,Attacker_Index,Creator_Index,Defensive_Index,Overall_Index,Archetype_V2,Hidden_Gem,WC_Watchlist_V2
Virgil van Dijk,Liverpool,Premier League,NED,DF,34.0,36,3240,4,0,4,0.1111111111111111,0.0,0.1111111111111111,0.8333333333333334,0.3888888888888889,0.0555555555555555,0.0277777777777777,0.5,0.2,4.0,0.0,40.0,14.9,30.0,83.0,Defensive Anchor,False,True
Jordan Pickford,Everton,Premier League,ENG,GK,32.0,36,3240,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,4.0,0.0,0.0,0.0,72.2,78.0,Goalkeeper,False,False
David Raya,Arsenal,Premier League,ESP,GK,30.0,36,3240,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.3888888888888889,0.0,1.0,0.0,0.0,0.0,88.7,82.0,Goalkeeper,False,False
Bart Verbruggen,Brighton,Premier League,NED,GK,23.0,36,3240,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,3.0,0.0,0.0,0.0,77.2,76.0,Goalkeeper,False,False
Morgan Rogers,Aston Villa,Premier League,ENG,MF,23.0,36,3190,9,5,14,0.2542372881355932,0.1412429378531073,0.3954802259887006,2.3728813559322037,0.903954802259887,0.0282485875706214,1.440677966101695,1.384180790960452,0.12,7.0,0.0,77.0,54.5,22.0,59.1,Deep-Lying Creator,False,False
Elliot Anderson,Nottingham Forest,Premier League,ENG,MF,23.0,36,3177,4,2,6,0.113314447592068,0.056657223796034,0.1699716713881019,1.246458923512748,0.28328611898017,0.113314447592068,4.957507082152975,2.26628895184136,0.07,8.0,0.0,34.4,50.1,65.5,46.1,Winger,False,False
Unai Simón,Athletic Club,La Liga,ESP,GK,28.0,35,3150,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2285714285714285,0.0,1.0,0.0,0.0,0.0,84.0,80.0,Goalkeeper,False,False
Johan Vásquez,Genoa,Serie A,MEX,DF,27.0,35,3125,0,0,0,0.0,0.0,0.0,0.6916426512968299,0.1729106628242074,0.1152737752161383,0.6916426512968299,1.3256484149855907,0.04,2.0,0.0,34.3,42.0,80.7,69.9,Defensive Anchor,False,False
Mike Maignan,Milan,Serie A,FRA,GK,30.0,35,3115,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1734104046242774,0.0,4.0,0.0,0.0,0.0,65.2,85.0,Goalkeeper,False,False
Igor Thiago,Brentford,Premier League,BRA,FW,24.0,36,3102,22,1,23,0.6376811594202898,0.0289855072463768,0.6666666666666666,2.4347826086956523,1.2463768115942029,0.0289855072463768,0.5507246376811594,0.7536231884057971,0.17,7.0,0.0,53.9,30.2,47.2,50.0,Pure Goal Scorer,False,False
Dean Henderson,Crystal Palace,Premier League,ENG,GK,29.0,34,3060,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1470588235294117,0.0,5.0,0.0,0.0,0.0,59.8,35.9,Goalkeeper,False,False
Jan Paul van Hecke,Brighton,Premier League,NED,DF,25.0,34,3030,3,3,6,0.0890207715133531,0.0890207715133531,0.1780415430267062,0.6824925816023738,0.2967359050445103,0.1186943620178041,0.6824925816023738,1.2759643916913943,0.13,9.0,0.0,66.4,65.9,61.6,62.8,Defensive Anchor,False,False
Declan Rice,Arsenal,Premier League,ENG,MF,27.0,35,3004,4,5,9,0.1197604790419161,0.1497005988023952,0.2694610778443114,1.1976047904191618,0.3892215568862275,0.0898203592814371,5.299401197604791,0.3293413173652694,0.1,3.0,0.0,43.3,56.0,71.5,82.0,Ball-Winning Midfielder,False,True
Jesper Karlström,Udinese,Serie A,SWE,MF,30.0,34,2998,1,0,1,0.03003003003003,0.0,0.03003003003003,0.6006006006006006,0.0900900900900901,0.0900900900900901,0.4504504504504505,0.900900900900901,0.05,6.0,0.0,11.4,11.9,60.9,16.6,Deep-Lying Creator,False,False
Robin Roefs,Sunderland,Premier League,NED,GK,23.0,33,2970,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4242424242424242,0.0,4.0,0.0,0.0,0.0,53.5,32.1,Goalkeeper,False,False
Alexander Nübel,Stuttgart,Bundesliga,GER,GK,29.0,33,2970,0,1,1,0.0,0.0303030303030303,0.0303030303030303,0.0,0.0,0.0,0.0,0.2121212121212121,0.0,0.0,0.0,0.0,0.0,77.0,46.2,Goalkeeper,False,False
Oliver Baumann,Hoffenheim,Bundesliga,GER,GK,35.0,33,2970,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,3.0,0.0,0.0,0.0,58.5,35.1,Goalkeeper,False,False
Daniel Heuer Fernandes,Hamburger SV,Bundesliga,POR,GK,33.0,33,2970,0,0,0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0,0.1212121212121212,0.0,3.0,0.0,0.0,0.0,58.5,35.1,Goalkeeper,False,False
Mathew Ryan,Levante,La Liga,AUS,GK,34.0,33,2970,0,0,0,0.0,0.0,0.0,0.0606060606060606,0.0,0.0,0.0,0.0303030303030303,0.0,4.0,0.0,0.0,0.0,53.5,72.0,Goalkeeper,False,False
Gregor Kobel,Dortmund,Bundesliga,SUI,GK,28.0,33,2970,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1515151515151515,0.0,3.0,0.0,0.0,0.0,58.5,78.0,Goalkeeper,False,False
Nikola Vasilj,St Pauli,Bundesliga,BIH,GK,30.0,33,2970,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,77.0,46.2,Goalkeeper,False,False
Kaishu Sano,Mainz 05,Bundesliga,JPN,MF,25.0,33,2969,1,2,3,0.0303030303030303,0.0606060606060606,0.0909090909090909,0.7272727272727273,0.1818181818181818,0.1818181818181818,0.5454545454545454,0.8787878787878788,0.04,1.0,0.0,13.0,20.5,96.2,25.4,Ball-Winning Midfielder,False,False
Ezri Konsa,Aston Villa,Premier League,ENG,DF,28.0,33,2945,0,0,0,0.0,0.0,0.0,0.3363914373088684,0.0611620795107033,0.0611620795107033,0.1529051987767584,1.2844036697247705,0.0,0.0,1.0,18.9,26.1,55.5,47.1,Defensive Anchor,False,False
Maxence Lacroix,Crystal Palace,Premier League,FRA,DF,26.0,33,2935,1,2,3,0.0306748466257668,0.0613496932515337,0.0920245398773006,0.7668711656441718,0.214723926380368,0.1226993865030674,0.1533742331288343,0.5828220858895705,0.04,4.0,1.0,50.3,45.7,64.2,60.3,Defensive Anchor,False,False
Enzo Fernández,Chelsea,Premier League,ARG,MF,25.0,34,2935,9,3,12,0.2760736196319018,0.0920245398773006,0.3680981595092024,2.2085889570552144,0.950920245398773,0.0613496932515337,2.7300613496932518,1.3803680981595092,0.11,10.0,0.0,77.1,53.7,37.6,74.0,Box-to-Box Midfielder,False,False
Vladimír Coufal,Hoffenheim,Bundesliga,CZE,DF,33.0,33,2922,1,8,9,0.0307692307692307,0.2461538461538461,0.2769230769230769,0.8,0.1846153846153846,0.0923076923076923,6.430769230769231,1.2923076923076924,0.04,4.0,0.0,52.0,97.1,62.2,64.2,Overlapping Fullback,False,False
Iglesias,Getafe,La Liga,ESP,DF,27.0,34,2915,1,2,3,0.0308641975308642,0.0617283950617284,0.0925925925925926,0.8024691358024691,0.154320987654321,0.0617283950617284,3.333333333333333,2.160493827160494,0.04,4.0,0.0,53.1,77.4,48.3,51.9,Overlapping Fullback,False,False
Ibrahima Konaté,Liverpool,Premier League,FRA,DF,26.0,34,2912,1,0,1,0.0308641975308642,0.0,0.0308641975308642,0.3703703703703704,0.1234567901234568,0.0617283950617284,0.0925925925925926,1.2654320987654322,0.08,7.0,0.0,34.6,22.1,35.7,76.0,Defensive Anchor,False,True
Martín Zubimendi,Arsenal,Premier League,ESP,MF,27.0,36,2901,5,1,6,0.15527950310559,0.031055900621118,0.186335403726708,0.8385093167701863,0.2795031055900621,0.093167701863354,0.4037267080745341,0.4658385093167701,0.19,4.0,0.0,53.9,16.8,69.8,35.1,Deep-Lying Creator,False,False
Romano Schmid,Werder Bremen,Bundesliga,AUT,MF,26.0,33,2893,4,8,12,0.1246105919003115,0.249221183800623,0.3738317757009345,1.7757009345794392,0.6542056074766355,0.0311526479750778,4.797507788161994,0.9657320872274144,0.02,4.0,0.0,41.6,71.5,31.1,57.0,Winger,False,False
Bruno Fernandes,Manchester Utd,Premier League,POR,MF,31.0,33,2883,8,19,27,0.25,0.59375,0.84375,2.65625,0.75,0.0625,5.65625,1.09375,0.06,5.0,0.0,63.6,88.5,48.2,83.0,Advanced Playmaker,False,True
Robin Risser,Lens,Ligue 1,FRA,GK,21.0,32,2880,0,1,1,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.15625,0.0,2.0,0.0,0.0,0.0,53.0,31.8,Goalkeeper,False,False
Brice Samba,Rennes,Ligue 1,FRA,GK,32.0,32,2880,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,5.0,0.0,0.0,0.0,40.0,24.0,Goalkeeper,False,False
Nico Elvedi,Gladbach,Bundesliga,SUI,DF,29.0,32,2876,0,0,0,0.0,0.0,0.0,0.28125,0.0,0.125,0.03125,0.5,0.0,5.0,0.0,17.5,15.2,57.8,47.5,Defensive Anchor,False,False
Erling Haaland,Manchester City,Premier League,NOR,FW,25.0,34,2863,26,8,34,0.8176100628930817,0.2515723270440251,1.069182389937107,3.962264150943396,1.8553459119496856,0.0,0.0943396226415094,0.7861635220125786,0.19,2.0,0.0,82.3,67.1,27.2,88.0,Pure Goal Scorer,False,True
Nikola Vlašić,Torino,Serie A,CRO,MF,28.0,35,2863,8,3,11,0.2515723270440251,0.0943396226415094,0.3459119496855345,1.540880503144654,0.5345911949685535,0.0628930817610062,1.5094339622641508,1.4150943396226414,0.06,7.0,0.0,58.7,46.8,43.8,50.7,Deep-Lying Creator,False,False
Ryan Gravenberch,Liverpool,Premier League,NED,MF,23.0,34,2845,5,3,8,0.1582278481012658,0.0949367088607594,0.2531645569620253,1.2025316455696202,0.4113924050632911,0.1265822784810126,0.2531645569620253,1.3291139240506329,0.13,5.0,0.0,54.3,34.1,74.7,45.2,Deep-Lying Creator,False,False
Mateus Fernandes,West Ham United,Premier League,POR,MF,21.0,34,2836,3,3,6,0.0952380952380952,0.0952380952380952,0.1904761904761904,0.8888888888888888,0.2539682539682539,0.0952380952380952,1.619047619047619,1.5555555555555556,0.11,7.0,0.0,38.0,41.8,62.1,42.5,Deep-Lying Creator,False,False
Rani Khedira,Union Berlin,Bundesliga,TUN,MF,32.0,32,2830,5,1,6,0.1592356687898089,0.0318471337579617,0.1910828025477707,0.7324840764331211,0.3184713375796179,0.0955414012738853,0.8280254777070064,0.5732484076433121,0.22,7.0,0.0,57.3,21.2,62.5,38.0,Deep-Lying Creator,False,False
Manuel Akanji,Inter,Serie A,SUI,DF,30.0,33,2821,2,0,2,0.0638977635782747,0.0,0.0638977635782747,0.7348242811501597,0.1916932907348242,0.0958466453674121,0.0958466453674121,0.5750798722044729,0.09,4.0,0.0,62.5,23.2,53.9,52.1,Defensive Anchor,False,False
Marin Pongračić,Fiorentina,Serie A,CRO,DF,28.0,33,2804,0,0,0,0.0,0.0,0.0,0.2564102564102564,0.032051282051282,0.0961538461538461,0.1282051282051282,0.6730769230769231,0.0,12.0,0.0,16.3,24.5,43.8,37.7,Defensive Anchor,False,False
Waldemar Anton,Dortmund,Bundesliga,GER,DF,29.0,31,2790,2,0,2,0.064516129032258,0.0,0.064516129032258,0.5161290322580645,0.1935483870967742,0.0967741935483871,0.3870967741935484,0.5161290322580645,0.13,3.0,0.0,55.1,35.1,57.2,54.7,Defensive Anchor,False,False
Mike Penders,Strasbourg,Ligue 1,BEL,GK,20.0,31,2790,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064516129032258,0.0,3.0,0.0,0.0,0.0,44.5,26.7,Goalkeeper,False,False
Malick Thiaw,Newcastle United,Premier League,GER,DF,24.0,33,2785,4,0,4,0.1294498381877022,0.0,0.1294498381877022,0.906148867313916,0.4530744336569579,0.0970873786407767,0.2912621359223301,0.3559870550161812,0.14,4.0,0.0,86.2,32.2,49.2,53.1,Defensive Anchor,False,False
Luka Modrić,Milan,Serie A,CRO,MF,40.0,33,2782,2,3,5,0.0647249190938511,0.0970873786407767,0.1618122977346278,0.6472491909385114,0.2588996763754045,0.0970873786407767,3.592233009708738,1.0679611650485437,0.1,4.0,0.0,30.7,45.6,72.3,80.0,Deep-Lying Creator,False,True
Omar Alderete,Sunderland,Premier League,PAR,DF,29.0,32,2776,1,1,2,0.0324675324675324,0.0324675324675324,0.0649350649350649,0.7792207792207793,0.2922077922077922,0.0974025974025974,0.3571428571428571,0.3246753246753247,0.04,6.0,0.0,52.3,45.1,41.1,43.2,Defensive Anchor,False,False
Micky van de Ven,Tottenham Hotspur,Premier League,NED,DF,25.0,32,2771,4,1,5,0.1298701298701298,0.0324675324675324,0.1623376623376623,0.5194805194805194,0.1948051948051948,0.0649350649350649,0.0974025974025974,0.7142857142857143,0.25,9.0,1.0,69.6,35.3,25.6,33.2,Defensive Anchor,False,False
Sander Berge,Fulham,Premier League,NOR,MF,28.0,33,2770,0,1,1,0.0,0.0324675324675324,0.0324675324675324,0.4545454545454545,0.0974025974025974,0.0649350649350649,0.422077922077922,0.4545454545454545,0.0,5.0,0.0,5.7,11.0,49.8,13.0,Deep-Lying Creator,False,False
Emiliano Martínez,Aston Villa,Premier League,ARG,GK,33.0,31,2745,0,1,1,0.0,0.0327868852459016,0.0327868852459016,0.0,0.0,0.0,0.0,0.5573770491803278,0.0,2.0,0.0,0.0,0.0,47.2,85.0,Goalkeeper,False,False
Tarik Muharemovic,Sassuolo,Serie A,BIH,DF,23.0,31,2745,2,2,4,0.0655737704918032,0.0655737704918032,0.1311475409836065,0.6557377049180327,0.2295081967213114,0.1311475409836065,0.0655737704918032,0.6557377049180327,0.1,7.0,0.0,61.0,39.9,59.4,57.7,Defensive Anchor,False,False
Michel Aebischer,Pisa,Serie A,SUI,MF,29.0,33,2742,1,1,2,0.0327868852459016,0.0327868852459016,0.0655737704918032,0.6229508196721312,0.1639344262295081,0.0983606557377049,1.4098360655737705,1.2459016393442623,0.05,8.0,0.0,13.6,23.4,61.9,23.8,Deep-Lying Creator,False,False
Kenan Yıldız,Juventus,Serie A,TUR,MF,21.0,35,2736,10,6,16,0.3289473684210526,0.1973684210526315,0.5263157894736842,3.1907894736842106,1.3157894736842106,0.0,4.0131578947368425,1.842105263157895,0.09,2.0,0.0,78.3,76.8,31.8,72.8,Winger,False,False
Granit Xhaka,Sunderland,Premier League,SUI,MF,33.0,32,2724,1,6,7,0.033003300330033,0.198019801980198,0.231023102310231,0.693069306930693,0.165016501650165,0.066006600660066,3.267326732673267,1.32013201320132,0.05,8.0,0.0,14.2,60.7,43.1,76.0,Ball-Winning Midfielder,False,True
Noah Sadiki,Sunderland,Premier League,COD,MF,21.0,31,2723,0,1,1,0.0,0.033003300330033,0.033003300330033,0.6270627062706271,0.165016501650165,0.099009900990099,0.693069306930693,1.32013201320132,0.0,9.0,0.0,7.4,19.7,61.3,19.6,Deep-Lying Creator,False,False
Matheus Nunes,Manchester City,Premier League,POR,DF,27.0,32,2715,1,5,6,0.0331125827814569,0.1655629139072847,0.1986754966887417,0.2317880794701987,0.0662251655629139,0.0662251655629139,2.218543046357616,0.9933774834437088,0.14,5.0,0.0,29.9,85.1,38.2,41.6,Overlapping Fullback,False,False
Chris Richards,Crystal Palace,Premier League,USA,DF,26.0,31,2707,1,0,1,0.0332225913621262,0.0,0.0332225913621262,0.4983388704318937,0.0664451827242524,0.1328903654485049,0.4651162790697674,0.1661129568106312,0.07,4.0,0.0,41.9,36.2,57.9,53.3,Defensive Anchor,False,False
Senne Lammens,Manchester Utd,Premier League,BEL,GK,23.0,30,2700,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,56.0,33.6,Goalkeeper,False,False
Yvon Mvogo,Lorient,Ligue 1,SUI,GK,31.0,30,2700,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,56.0,33.6,Goalkeeper,False,False
Alexis Saelemaekers,Milan,Serie A,BEL,MF,26.0,34,2698,2,3,5,0.0666666666666666,0.1,0.1666666666666666,1.4333333333333331,0.3666666666666666,0.1,2.7333333333333334,2.1333333333333333,0.07,5.0,0.0,30.0,50.9,70.4,45.5,Winger,False,False
Christoph Baumgartner,RB Leipzig,Bundesliga,AUT,MF,26.0,32,2690,13,8,21,0.4347826086956522,0.2675585284280936,0.7023411371237459,2.709030100334448,1.1705685618729098,0.0668896321070234,0.2006688963210702,1.1036789297658864,0.16,10.0,0.0,90.7,59.5,41.8,68.6,Box-to-Box Midfielder,False,False
Bernardo Silva,Manchester City,Premier League,POR,MF,31.0,35,2681,2,4,6,0.0671140939597315,0.1342281879194631,0.2013422818791946,1.006711409395973,0.2348993288590604,0.0671140939597315,2.416107382550336,0.7382550335570469,0.07,10.0,0.0,25.6,45.1,42.4,79.0,Deep-Lying Creator,False,True
David Affengruber,Elche,La Liga,AUT,DF,25.0,33,2679,1,1,2,0.0335570469798657,0.0335570469798657,0.0671140939597315,0.4697986577181208,0.1342281879194631,0.1677852348993288,0.2684563758389262,1.174496644295302,0.07,7.0,1.0,40.9,43.8,73.4,65.5,Ball-Winning Defender,False,False
Moussa Niakhate,Lyon,Ligue 1,SEN,DF,30.0,31,2669,0,2,2,0.0,0.0673400673400673,0.0673400673400673,0.1346801346801346,0.0,0.101010101010101,0.202020202020202,1.0774410774410774,0.0,3.0,0.0,13.1,48.9,70.2,59.4,Defensive Anchor,False,False
Ante Budimir,Osasuna,La Liga,CRO,FW,34.0,34,2668,17,0,17,0.5743243243243243,0.0,0.5743243243243243,3.4797297297297294,1.385135135135135,0.0,0.1351351351351351,1.2162162162162162,0.11,3.0,0.0,54.2,17.7,35.6,47.7,Pure Goal Scorer,False,False
Ollie Watkins,Aston Villa,Premier League,ENG,FW,30.0,35,2659,12,2,14,0.4067796610169492,0.0677966101694915,0.4745762711864407,2.8135593220338984,1.2881355932203389,0.0,0.2372881355932203,1.0847457627118644,0.19,4.0,0.0,46.7,24.4,33.3,42.6,Target Forward,False,False
Weston McKennie,Juventus,Serie A,USA,MF,27.0,34,2655,5,5,10,0.1694915254237288,0.1694915254237288,0.3389830508474576,1.4576271186440677,0.5423728813559322,0.0677966101694915,1.2203389830508475,0.3728813559322034,0.12,5.0,0.0,59.1,46.2,52.1,51.2,Deep-Lying Creator,False,False
Angelo Stiller,Stuttgart,Bundesliga,GER,MF,25.0,33,2653,2,5,7,0.0677966101694915,0.1694915254237288,0.2372881355932203,0.576271186440678,0.2711864406779661,0.0677966101694915,3.559322033898305,1.4915254237288136,0.12,1.0,0.0,35.7,60.9,69.7,52.8,Winger,False,False
Federico Valverde,Real Madrid,La Liga,URU,MF,27.0,32,2650,5,8,13,0.1700680272108843,0.272108843537415,0.4421768707482993,1.7346938775510206,0.7482993197278912,0.0680272108843537,1.020408163265306,0.4761904761904762,0.1,3.0,1.0,60.4,57.8,60.9,80.0,Box-to-Box Midfielder,False,True
Vinicius Júnior,Real Madrid,La Liga,BRA,FW,25.0,34,2649,15,5,20,0.5102040816326531,0.1700680272108843,0.6802721088435374,3.4013605442176877,1.5646258503401362,0.0,2.142857142857143,2.7551020408163267,0.12,8.0,0.0,52.4,60.8,59.4,53.8,Target Forward,False,False
Obite N'Dicka,Roma,Serie A,CIV,DF,26.0,30,2644,3,0,3,0.1020408163265306,0.0,0.1020408163265306,0.7823129251700681,0.2040816326530612,0.1360544217687075,0.0680272108843537,1.1904761904761905,0.13,5.0,0.0,76.1,19.9,74.6,69.1,Defensive Anchor,False,False
Pau Cubarsí,Barcelona,La Liga,ESP,DF,19.0,30,2642,1,0,1,0.0340136054421768,0.0,0.0340136054421768,0.3401360544217687,0.0680272108843537,0.1020408163265306,0.0,0.3061224489795918,0.1,3.0,0.0,34.9,13.2,54.4,74.0,Defensive Anchor,True,True
Johan Mojica,Mallorca,La Liga,COL,DF,33.0,34,2640,0,4,4,0.0,0.136518771331058,0.136518771331058,0.5802047781569966,0.068259385665529,0.068259385665529,4.539249146757679,1.023890784982935,0.0,6.0,1.0,30.8,89.1,36.6,40.8,Overlapping Fullback,False,False
Gabriel Gudmundsson,Leeds United,Premier League,SWE,DF,27.0,32,2631,0,0,0,0.0,0.0,0.0,0.6164383561643836,0.1027397260273972,0.0684931506849315,3.0136986301369864,1.9178082191780823,0.0,6.0,1.0,32.2,56.5,42.8,42.4,Overlapping Fullback,False,False
Ayumu Seko,Le Havre,Ligue 1,JPN,MF,25.0,30,2625,0,0,0,0.0,0.0,0.0,0.5821917808219178,0.2054794520547945,0.1027397260273972,0.1712328767123287,0.684931506849315,0.0,6.0,0.0,9.2,6.1,68.3,13.3,Deep-Lying Creator,False,False
Nicolas Seiwald,RB Leipzig,Bundesliga,AUT,MF,25.0,32,2622,0,2,2,0.0,0.0687285223367697,0.0687285223367697,0.6872852233676976,0.2405498281786941,0.2061855670103092,0.2061855670103092,0.2061855670103092,0.0,2.0,0.0,10.2,13.2,92.4,20.0,Ball-Winning Midfielder,False,False
Leo Skiri Østigård,Genoa,Serie A,NOR,DF,26.0,30,2622,5,1,6,0.1718213058419244,0.0343642611683848,0.2061855670103092,0.7560137457044673,0.4123711340206185,0.1030927835051546,0.0343642611683848,0.5154639175257731,0.23,7.0,0.0,81.3,28.3,46.6,49.7,Defensive Anchor,False,False
Moisés Caicedo,Chelsea,Premier League,ECU,MF,24.0,31,2621,3,1,4,0.1030927835051546,0.0343642611683848,0.1374570446735395,0.9278350515463916,0.2405498281786941,0.1718213058419244,0.274914089347079,1.8900343642611683,0.11,11.0,1.0,38.7,23.8,68.8,33.3,Ball-Winning Midfielder,False,False
Gabriel Magalhães,Arsenal,Premier League,BRA,DF,28.0,30,2616,3,4,7,0.1030927835051546,0.1374570446735395,0.2405498281786941,0.9278350515463916,0.2405498281786941,0.0687285223367697,0.2061855670103092,1.1683848797250858,0.11,4.0,0.0,40.0,59.1,47.6,82.0,Defensive Anchor,False,True
Thibaut Courtois,Real Madrid,La Liga,BEL,GK,34.0,29,2610,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,1.0,0.0,0.0,0.0,43.2,87.0,Goalkeeper,False,False
Joan García,Barcelona,La Liga,ESP,GK,25.0,29,2610,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379310344827586,0.0,1.0,0.0,0.0,0.0,43.2,25.8,Goalkeeper,False,False
Ismaël Koné,Sassuolo,Serie A,CAN,MF,23.0,33,2602,6,0,6,0.2076124567474048,0.0,0.2076124567474048,0.795847750865052,0.3460207612456747,0.0346020761245674,0.1730103806228373,1.868512110726644,0.26,5.0,1.0,64.8,23.6,28.0,38.2,Deep-Lying Creator,False,False
Iliman Ndiaye,Everton,Premier League,SEN,MF,26.0,30,2598,6,3,9,0.2076124567474048,0.1038062283737024,0.3114186851211072,1.4878892733564015,0.7612456747404844,0.0346020761245674,1.9031141868512111,1.2802768166089966,0.09,2.0,0.0,63.8,47.6,41.4,52.3,Deep-Lying Creator,False,False
Eric García,Barcelona,La Liga,ESP,DF,25.0,32,2598,1,1,2,0.0346020761245674,0.0346020761245674,0.0692041522491349,0.8650519031141869,0.2422145328719723,0.1730103806228373,0.4844290657439447,0.8304498269896194,0.04,6.0,0.0,60.6,49.6,71.0,66.8,Ball-Winning Defender,False,False
Cody Gakpo,Liverpool,Premier League,NED,MF,27.0,34,2574,7,5,12,0.2447552447552447,0.1748251748251748,0.4195804195804196,3.0419580419580416,0.7342657342657343,0.0349650349650349,3.006993006993006,1.5384615384615383,0.08,3.0,0.0,65.8,67.7,36.7,63.4,Winger,False,False
Mikel Oyarzabal,Real Sociedad,La Liga,ESP,FW,29.0,31,2572,15,3,18,0.5244755244755245,0.1048951048951049,0.6293706293706294,2.762237762237762,1.2587412587412588,0.0,0.7342657342657343,1.4685314685314683,0.1,3.0,0.0,44.2,45.4,43.3,44.0,Target Forward,False,False
Víctor Muñoz,Osasuna,La Liga,ESP,MF,22.0,33,2566,5,2,7,0.175438596491228,0.0701754385964912,0.2456140350877192,2.8421052631578947,1.087719298245614,0.0350877192982456,3.473684210526316,1.894736842105263,0.07,3.0,0.0,60.7,50.4,37.1,52.2,Winger,False,False
Nathaniel Brown,Eintracht Frankfurt,Bundesliga,GER,MF,22.0,32,2566,4,4,8,0.1403508771929824,0.1403508771929824,0.2807017543859649,0.631578947368421,0.3157894736842105,0.0701754385964912,1.5789473684210529,1.1578947368421053,0.22,3.0,0.0,54.0,47.6,61.2,50.7,Deep-Lying Creator,False,False
Mory Diaw,Le Havre,Ligue 1,SEN,GK,32.0,29,2565,0,1,1,0.0,0.0350877192982456,0.0350877192982456,0.0,0.0,0.0,0.0,0.2105263157894736,0.0,1.0,0.0,0.0,0.0,39.7,23.6,Goalkeeper,False,False
David Raum,RB Leipzig,Bundesliga,GER,DF,28.0,30,2553,3,7,10,0.1056338028169014,0.2464788732394366,0.352112676056338,0.8450704225352114,0.2816901408450704,0.1056338028169014,8.802816901408452,0.5985915492957746,0.08,6.0,0.0,81.3,98.2,51.8,60.3,Overlapping Fullback,False,False
Marten de Roon,Atalanta,Serie A,NED,MF,35.0,32,2549,1,2,3,0.0353356890459364,0.0706713780918728,0.1060070671378091,0.5653710247349824,0.1413427561837456,0.0706713780918728,0.4593639575971731,0.3886925795053003,0.06,8.0,1.0,15.3,18.2,46.6,19.8,Deep-Lying Creator,False,False
Samu Costa,Mallorca,La Liga,POR,MF,25.0,32,2546,7,2,9,0.2473498233215547,0.0706713780918728,0.3180212014134275,1.3780918727915197,0.5653710247349824,0.0706713780918728,1.060070671378092,2.4028268551236747,0.18,11.0,0.0,74.9,44.6,44.7,54.6,Deep-Lying Creator,False,False
Zeki Çelik,Roma,Serie A,TUR,MF,29.0,32,2543,1,2,3,0.0353356890459364,0.0706713780918728,0.1060070671378091,0.7773851590106007,0.1413427561837456,0.0706713780918728,2.6501766784452294,0.6360424028268551,0.05,2.0,1.0,13.8,31.3,67.1,28.5,Winger,False,False
Marc Cucurella,Chelsea,Premier League,ESP,DF,27.0,32,2527,1,4,5,0.0355871886120996,0.1423487544483985,0.1779359430604982,0.7117437722419928,0.2135231316725978,0.0711743772241992,1.4590747330960854,1.0320284697508897,0.05,8.0,1.0,51.4,79.0,35.9,42.0,Defensive Anchor,False,False
El Hadji Malick Diouf,West Ham United,Premier League,SEN,DF,21.0,30,2527,0,5,5,0.0,0.1779359430604982,0.1779359430604982,0.6405693950177935,0.1423487544483985,0.1067615658362989,3.879003558718861,0.889679715302491,0.0,6.0,0.0,32.8,91.3,57.2,56.3,Overlapping Fullback,False,False
Pedro Porro,Tottenham Hotspur,Premier League,ESP,DF,26.0,31,2526,1,2,3,0.0355871886120996,0.0711743772241992,0.1067615658362989,1.1387900355871885,0.2846975088967971,0.1067615658362989,8.256227758007118,0.9252669039145908,0.03,10.0,0.0,66.4,83.0,52.0,56.6,Overlapping Fullback,False,False
